/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_0_278.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_20_8368.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_2_1300.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_4_2762.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_6_4487.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_0_1022.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_3_1312.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_21_2464.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_11_4615.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_18_3358.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_24_2158.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_18_142.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_13_4365.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_19_5153.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_24_62.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_1_5795.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_18_6091.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_11_122.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_3_3395.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_0_1854.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_4_1426.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_6_2057.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_25_9840.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_8_5468.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_19_9767.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_2_2398.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_0_1338.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_15_165.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_10_1840.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_23_6592.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_21_1054.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_9_2293.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_13_4885.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_5_6277.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_24_389.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_0_4161.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_0_5558.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_2_2213.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_0_4279.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_23_3759.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_16_1980.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_14_8183.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_16_4231.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_11_8717.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_14_7500.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_9_6251.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_26_3493.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/19.bmp,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_1_2492.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/47.bmp,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_1_5145.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_16_3612.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_0_7043.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_5_6696.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_21_5410.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_25_6312.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_2_1265.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_4_5443.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_25_5536.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_5_8182.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_9_3417.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_11_8566.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_25_7706.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_5_3374.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_16_5444.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_15_3030.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_4_887.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_3_4874.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_2_4937.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_2_9591.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_16_8418.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_14_4406.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_23_3322.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_1_8032.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_19_3956.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_20_1322.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_5_4814.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_9_2187.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_1_6585.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_22_8790.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_21_5961.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_17_5527.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_4_6441.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_12_5270.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_2_8461.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_20_7575.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_4_3143.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_14_8101.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_24_4166.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_21_3652.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_3_6096.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_22_3479.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_5_1758.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_10_5296.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_23_5074.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_10_7507.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_3_9895.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_7_4985.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_0_7320.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_0_6532.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_6_8220.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_1_280.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_10_3125.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_2_7277.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_12_460.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_5_6704.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/45.bmp,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_2_8440.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_5_3327.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/28.bmp,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_18_9141.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_10_9330.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_26_24.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_24_8262.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_2_164.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_1_4036.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_23_5907.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_23_1829.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_2_8528.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_3_2904.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_13_6691.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_11_2363.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_18_3418.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_2_3048.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_26_1218.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_17_6298.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_9_5850.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_5_6976.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_2_9003.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_26_972.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_20_5976.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_12_2075.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_11_5152.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_4_7280.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_4_6855.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_20_2900.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_23_2199.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_12_6449.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_25_5578.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_26_7322.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_4_8809.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_19_2666.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_2_2627.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_26_48.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_1_5503.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_8_5084.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_8_7608.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_2_5100.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_4_8244.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_18_2693.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_2_244.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_0_4574.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_25_4942.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_21_7108.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_15_2958.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_17_6581.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_0_5263.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_13_7285.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_10_4486.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_0_9026.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_2_1982.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_12_5894.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_17_914.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_1_8348.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_1_4509.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_5_7515.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_13_4523.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_7_4467.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_19_5420.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_3_7491.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_2_3534.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_1_1651.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_11_2788.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_13_7589.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_0_3577.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_26_1967.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_7_710.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_8_6293.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_15_9811.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_4_2541.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_14_8672.jpeg,LYMPHOCYTES
/home/harsha/Deep_Learning/Research Project/Dataset/LYMPHOCYTES/_20_5051.jpeg,LYMPHOCYTES
